,PDBname,affinity
10345,6te6,6.57
10346,1k1i,6.58
10347,2p7z,6.58
10348,3pb9,6.58
10349,3sd5,6.58
10350,4cd4,6.58
10351,5em5,6.58
10352,5itd,6.58
10353,6sal,6.58
10354,1b58,6.59
10355,1c2t,6.59
10356,1c3e,6.59
10357,1fiv,6.59
10358,1hk3,6.59
10359,1izi,6.59
10360,1mq1,6.59
10361,1n7i,6.59
10362,1qr3,6.59
10363,2byh,6.59
10364,2e91,6.59
10365,2pvh,6.59
10366,2pwr,6.59
10367,2v7d,6.59
10368,2xzq,6.59
10369,3gs6,6.59
10370,3kah,6.59
10371,3kdt,6.59
10372,3opr,6.59
10373,3t8v,6.59
10374,3tl0,6.59
10375,3uvn,6.59
10376,3wcl,6.59
10377,4bnz,6.59
10378,4dea,6.59
10379,4j51,6.59
10380,4li0,6.59
10381,4q3s,6.59
10382,4qmq,6.59
10383,4qnb,6.59
10384,4rn0,6.59
10385,4xas,6.59
10386,5akh,6.59
10387,5ddd,6.59
10388,5e0a,6.59
10389,5ew0,6.59
10390,5gjf,6.59
10391,5jsm,6.59
10392,5kbr,6.59
10393,5l4i,6.59
10394,5v3x,6.59
10395,5vja,6.59
10396,6dq8,6.59
10397,6dud,6.59
10398,6ea1,6.59
10399,6fag,6.59
10400,6hvu,6.59
10401,6j06,6.59
10402,6n3z,6.59
10403,6qwa,6.59
10404,1ad8,6.6
10405,1b38,6.6
10406,1d8e,6.6
10407,1g7g,6.6
10408,1gwr,6.6
10409,1jzs,6.6
10410,1kwr,6.6
10411,1vot,6.6
10412,1zpc,6.6
10413,2a4z,6.6
10414,2c5x,6.6
10415,2c5y,6.6
10416,2euk,6.6
10417,2f7p,6.6
10418,2gg2,6.6
10419,2gg5,6.6
10420,2gtk,6.6
10421,2j4g,6.6
10422,2jdp,6.6
10423,2wly,6.6
10424,2xhx,6.6
10425,2y77,6.6
10426,3cwk,6.6
10427,3dgl,6.6
10428,3dln,6.6
10429,3ejs,6.6
10430,3eju,6.6
10431,3eyl,6.6
10432,3ip6,6.6
10433,3jzp,6.6
10434,3lxe,6.6
10435,3mpt,6.6
10436,3tu1,6.6
10437,3v3q,6.6
10438,4bib,6.6
10439,4bie,6.6
10440,4ci1,6.6
10441,4dkq,6.6
10442,4efu,6.6
10443,4f08,6.6
10444,4h75,6.6
10445,4mr5,6.6
10446,4mr6,6.6
10447,4muk,6.6
10448,4oc1,6.6
10449,4pnk,6.6
10450,4qk4,6.6
10451,4qr4,6.6
10452,4wpf,6.6
10453,4x8o,6.6
10454,4xii,6.6
10455,4ybi,6.6
10456,4zzd,6.6
10457,5alk,6.6
10458,5f00,6.6
10459,5i88,6.6
10460,5igq,6.6
10461,5j19,6.6
10462,5k48,6.6
10463,5l7e,6.6
10464,5lma,6.6
10465,5lqf,6.6
10466,5mb1,6.6
10467,5nw1,6.6
10468,5wtt,6.6
10469,5z7j,6.6
10470,6bh5,6.6
10471,6c2y,6.6
10472,6ccq,6.6
10473,6d5g,6.6
10474,6eis,6.6
10475,6fvm,6.6
10476,6g4m,6.6
10477,6hdo,6.6
10478,6i17,6.6
10479,6imt,6.6
10480,3f7u,6.61
10481,3kig,6.61
10482,3mo2,6.61
10483,3qpo,6.61
10484,3rjm,6.61
10485,4nnw,6.61
10486,4qw3,6.61
10487,5ai9,6.61
10488,5o87,6.61
10489,6a8g,6.61
10490,6cmr,6.61
10491,6d19,6.61
10492,6fsy,6.61
10493,6gfy,6.61
10494,6nj0,6.61
10495,1afk,6.62
10496,1ii5,6.62
10497,1jd5,6.62
10498,1kkq,6.62
10499,1s3k,6.62
10500,1soj,6.62
10501,1tkz,6.62
10502,1xnz,6.62
10503,2cnf,6.62
10504,2ews,6.62
10505,2j7b,6.62
10506,2jgs,6.62
10507,2vwc,6.62
10508,2vww,6.62
10509,2w0j,6.62
10510,2zb0,6.62
10511,2zq1,6.62
10512,3aav,6.62
10513,3iu9,6.62
10514,3ka2,6.62
10515,3ljo,6.62
10516,3m93,6.62
10517,3opm,6.62
10518,3ozp,6.62
10519,3umx,6.62
10520,4btk,6.62
10521,4er1,6.62
10522,4gfo,6.62
10523,4ixv,6.62
10524,4mpn,6.62
10525,4rd0,6.62
10526,4txc,6.62
10527,4unq,6.62
10528,4x8n,6.62
10529,4y94,6.62
10530,4znx,6.62
10531,5ejl,6.62
10532,5l6h,6.62
10533,5m55,6.62
10534,5mw3,6.62
10535,5o9h,6.62
10536,5op2,6.62
10537,5q0j,6.62
10538,5syn,6.62
10539,5t1l,6.62
10540,5t37,6.62
10541,5ugd,6.62
10542,5unj,6.62
10543,5v42,6.62
10544,5w10,6.62
10545,5wjj,6.62
10546,5yjp,6.62
10547,6e91,6.62
10548,6eqv,6.62
10549,6g38,6.62
10550,6ind,6.62
10551,8lpr,6.62
10552,2exc,6.63
10553,2qlq,6.63
10554,2x7t,6.63
10555,2yfe,6.63
10556,3arb,6.63
10557,3f8f,6.63
10558,3os3,6.63
10559,3wf8,6.63
10560,4eyr,6.63
10561,4jg1,6.63
10562,4k77,6.63
10563,4l0v,6.63
10564,4lyw,6.63
10565,4nw7,6.63
10566,4pv7,6.63
10567,4rsc,6.63
10568,4xip,6.63
10569,4xrq,6.63
10570,5jt9,6.63
10571,5u2c,6.63
10572,6b97,6.63
10573,6djc,6.63
10574,6elp,6.63
10575,6ft4,6.63
10576,6jno,6.63
10577,6rtn,6.63
10578,1lcp,6.64
10579,1sln,6.64
10580,1tmm,6.64
10581,2b1g,6.64
10582,2d3z,6.64
10583,2gej,6.64
10584,2h96,6.64
10585,2jdo,6.64
10586,2kpl,6.64
10587,2oi3,6.64
10588,2srt,6.64
10589,2wap,6.64
10590,2wbd,6.64
10591,2wi6,6.64
10592,2za0,6.64
10593,3b26,6.64
10594,3cf1,6.64
10595,3eoc,6.64
10596,3fee,6.64
10597,3g76,6.64
10598,3zy5,6.64
10599,4cc6,6.64
10600,4e8z,6.64
10601,4io8,6.64
10602,4jit,6.64
10603,4rxe,6.64
10604,5abp,6.64
10605,5i2e,6.64
10606,5iz6,6.64
10607,5jap,6.64
10608,5jat,6.64
10609,5ko1,6.64
10610,5l3j,6.64
10611,5lcj,6.64
10612,5nk8,6.64
10613,5nu3,6.64
10614,5ul1,6.64
10615,5y8w,6.64
10616,6czv,6.64
10617,6d4v,6.64
10618,6dxx,6.64
10619,6jij,6.64
10620,6nsx,6.64
10621,6nyw,6.64
10622,6qw9,6.64
10623,6saf,6.64
10624,2j75,6.65
10625,2pre,6.65
10626,3eio,6.65
10627,3mzc,6.65
10628,3zpr,6.65
10629,4hww,6.65
10630,4yha,6.65
10631,6cwn,6.65
10632,6guf,6.65
10633,1a4r,6.66
10634,1cps,6.66
10635,1elc,6.66
10636,1h3h,6.66
10637,1o3p,6.66
10638,1pxp,6.66
10639,1wur,6.66
10640,2c5n,6.66
10641,2c8x,6.66
10642,2j7w,6.66
10643,2v5x,6.66
10644,2vx1,6.66
10645,2xj7,6.66
10646,2y5k,6.66
10647,2yz3,6.66
10648,2zm1,6.66
10649,3iej,6.66
10650,3lnj,6.66
10651,3lp2,6.66
10652,3ow6,6.66
10653,3pwd,6.66
10654,3shv,6.66
10655,3uat,6.66
10656,3zj6,6.66
10657,4bjb,6.66
10658,4e96,6.66
10659,4izm,6.66
10660,4j08,6.66
10661,4jr3,6.66
10662,4jv6,6.66
10663,4ps1,6.66
10664,4v27,6.66
10665,4y24,6.66
10666,4yqu,6.66
10667,4z2g,6.66
10668,4z7h,6.66
10669,4zjw,6.66
10670,5cls,6.66
10671,5cy9,6.66
10672,5g6u,6.66
10673,5m6f,6.66
10674,5mja,6.66
10675,5mz3,6.66
10676,5n9t,6.66
10677,5nxi,6.66
10678,5u06,6.66
10679,5wyx,6.66
10680,5wzt,6.66
10681,6aps,6.66
10682,6bfw,6.66
10683,6bh0,6.66
10684,6biy,6.66
10685,6c5q,6.66
10686,6dar,6.66
10687,6e7m,6.66
10688,6fa2,6.66
10689,6g6y,6.66
10690,6g6z,6.66
10691,6giu,6.66
10692,6htt,6.66
10693,6idg,6.66
10694,6iph,6.66
10695,6k4x,6.66
10696,6nk1,6.66
10697,6p14,6.66
10698,2etm,6.67
10699,3ew2,6.67
10700,3g19,6.67
10701,4yl1,6.67
10702,5aad,6.67
10703,5cav,6.67
10704,5fho,6.67
10705,5o11,6.67
10706,5op5,6.67
10707,6b1k,6.67
10708,6bbx,6.67
10709,6ee6,6.67
10710,6hvv,6.67
10711,6plf,6.67
10712,1bdr,6.68
10713,1c5x,6.68
10714,1mai,6.68
10715,1oiu,6.68
10716,1zeo,6.68
10717,2cm7,6.68
10718,2fqw,6.68
10719,2iwx,6.68
10720,2of2,6.68
10721,2ony,6.68
10722,2qbs,6.68
10723,2qp6,6.68
10724,2rcu,6.68
10725,2wf0,6.68
10726,2wtd,6.68
10727,3dab,6.68
10728,3ddq,6.68
10729,3fhr,6.68
10730,3ie3,6.68
10731,3lpf,6.68
10732,3o75,6.68
10733,3qa2,6.68
10734,3su1,6.68
10735,3ttj,6.68
10736,3ws8,6.68
10737,3zhx,6.68
10738,4acm,6.68
10739,4ca8,6.68
10740,4ew2,6.68
10741,4h39,6.68
10742,4h4e,6.68
10743,4l2g,6.68
10744,4q6r,6.68
10745,4qmz,6.68
10746,4rrs,6.68
10747,4ttv,6.68
10748,4wpn,6.68
10749,5h0e,6.68
10750,5h6v,6.68
10751,5l2w,6.68
10752,5n8v,6.68
10753,5o4f,6.68
10754,5t90,6.68
10755,5wzv,6.68
10756,5y0f,6.68
10757,5y5t,6.68
10758,6ayi,6.68
10759,6bgw,6.68
10760,6i96,6.68
10761,6mo2,6.68
10762,2jew,6.69
10763,2xn5,6.69
10764,3wf7,6.69
10765,4b4m,6.69
10766,4d8i,6.69
10767,4mm6,6.69
10768,5a6x,6.69
10769,5alf,6.69
10770,5ejv,6.69
10771,5fs5,6.69
10772,5ho6,6.69
10773,5m0s,6.69
10774,5yhe,6.69
10775,5z66,6.69
10776,6ee4,6.69
10777,1a09,6.7
10778,1a50,6.7
10779,1b0h,6.7
10780,1b3g,6.7
10781,1dfo,6.7
10782,1eld,6.7
10783,1f3e,6.7
10784,1fo3,6.7
10785,1gca,6.7
10786,1hp0,6.7
10787,1i7i,6.7
10788,1jq3,6.7
10789,1ke3,6.7
10790,1kf6,6.7
10791,1koj,6.7
10792,1lfo,6.7
10793,1mwn,6.7
10794,1nki,6.7
10795,1nms,6.7
10796,1p10,6.7
10797,1rdt,6.7
10798,1rek,6.7
10799,1unl,6.7
10800,1xdd,6.7
10801,1xr8,6.7
10802,1z6q,6.7
10803,2a5s,6.7
10804,2emt,6.7
10805,2eum,6.7
10806,2evl,6.7
10807,2fwy,6.7
10808,2is0,6.7
10809,2j2i,6.7
10810,2kup,6.7
10811,2lcs,6.7
10812,2lkk,6.7
10813,2ow0,6.7
10814,2oxx,6.7
10815,2py4,6.7
10816,2va7,6.7
10817,2x7d,6.7
10818,2xx5,6.7
10819,3c7n,6.7
10820,3eko,6.7
10821,3hzk,6.7
10822,3ipb,6.7
10823,3k3b,6.7
10824,3mb7,6.7
10825,3mhi,6.7
10826,3oyl,6.7
10827,3pck,6.7
10828,3pgu,6.7
10829,3rk7,6.7
10830,3sff,6.7
10831,3t60,6.7
10832,3t64,6.7
10833,3upf,6.7
10834,3zs0,6.7
10835,4apr,6.7
10836,4azy,6.7
10837,4bo0,6.7
10838,4ewn,6.7
10839,4f09,6.7
10840,4fns,6.7
10841,4hy0,6.7
10842,4io2,6.7
10843,4jjs,6.7
10844,4jyc,6.7
10845,4jz1,6.7
10846,4k4f,6.7
10847,4lh5,6.7
10848,4lkj,6.7
10849,4m13,6.7
10850,4m14,6.7
10851,4m7b,6.7
10852,4mex,6.7
10853,4mue,6.7
10854,4mw2,6.7
10855,4o1l,6.7
10856,4o2p,6.7
10857,4os2,6.7
10858,4pyv,6.7
10859,4qhc,6.7
10860,4qta,6.7
10861,4qtb,6.7
10862,4tzm,6.7
10863,4u5t,6.7
10864,4uit,6.7
10865,4uns,6.7
10866,5ar4,6.7
10867,5d75,6.7
10868,5dhj,6.7
10869,5f2s,6.7
10870,5g17,6.7
10871,5g5v,6.7
10872,5i5x,6.7
10873,5kcx,6.7
10874,5l6j,6.7
10875,5lc0,6.7
10876,5mmn,6.7
10877,5nvv,6.7
10878,5tgc,6.7
10879,5v1d,6.7
10880,5v84,6.7
10881,5wys,6.7
10882,5y0g,6.7
10883,5yzd,6.7
10884,6c8p,6.7
10885,6ciy,6.7
10886,6d28,6.7
10887,6e13,6.7
10888,6e4w,6.7
10889,6ebe,6.7
10890,6eda,6.7
10891,6f2n,6.7
10892,6ftn,6.7
10893,6fyi,6.7
10894,6g5j,6.7
10895,6i67,6.7
10896,6n9l,6.7
10897,6nao,6.7
10898,6ocq,6.7
10899,6p5v,6.7
10900,6phr,6.7
10901,6qgk,6.7
10902,6rfn,6.7
10903,6t6a,6.7
10904,1w82,6.71
10905,2f94,6.71
10906,4cd5,6.71
10907,4jrg,6.71
10908,4og6,6.71
10909,4pvy,6.71
10910,5kls,6.71
10911,5odx,6.71
10912,5op4,6.71
10913,5tt3,6.71
10914,5u2f,6.71
10915,5z89,6.71
10916,5zk7,6.71
10917,6bvb,6.71
10918,6c9r,6.71
10919,6ee2,6.71
10920,6ghh,6.71
10921,6gi6,6.71
10922,1n4m,6.72
10923,1ov3,6.72
10924,1rbp,6.72
10925,2f3f,6.72
10926,2jdu,6.72
10927,2pjl,6.72
10928,2rt5,6.72
10929,2vpn,6.72
10930,2w3o,6.72
10931,2x8i,6.72
10932,2xc0,6.72
10933,2xne,6.72
10934,2zz6,6.72
10935,3aqt,6.72
10936,3bm9,6.72
10937,3bxz,6.72
10938,3diw,6.72
10939,3fun,6.72
10940,3g7l,6.72
10941,3gst,6.72
10942,3kyr,6.72
10943,3l4v,6.72
10944,3l4z,6.72
10945,4bb4,6.72
10946,4djv,6.72
10947,4dv9,6.72
10948,4dvi,6.72
10949,4flp,6.72
10950,4h58,6.72
10951,4i73,6.72
10952,4i74,6.72
10953,4lwc,6.72
10954,4o0a,6.72
10955,4q4e,6.72
10956,4raq,6.72
10957,4uia,6.72
10958,4xv9,6.72
10959,5e1m,6.72
10960,5fwg,6.72
10961,5izk,6.72
10962,5j1w,6.72
10963,5ng9,6.72
10964,5o58,6.72
10965,5tqe,6.72
10966,5ulg,6.72
10967,5v3y,6.72
10968,5vb7,6.72
10969,5wa5,6.72
10970,5ya5,6.72
10971,5zhl,6.72
10972,6dge,6.72
10973,6etj,6.72
10974,6fo5,6.72
10975,6ht8,6.72
10976,6hu1,6.72
10977,6kdi,6.72
10978,6qr9,6.72
10979,1jld,6.73
10980,1o6h,6.73
10981,1wvj,6.73
10982,1x7q,6.73
10983,2cma,6.73
10984,2q8s,6.73
10985,4a51,6.73
10986,4kby,6.73
10987,4mx0,6.73
10988,4pum,6.73
10989,4r5b,6.73
10990,4w9h,6.73
10991,5aly,6.73
10992,5am6,6.73
10993,5gvm,6.73
10994,5i8p,6.73
10995,5ia0,6.73
10996,5js3,6.73
10997,6oyz,6.73
10998,1add,6.74
10999,1r5h,6.74
11000,1tmb,6.74
11001,1usi,6.74
11002,2azc,6.74
11003,2p3d,6.74
11004,2pax,6.74
11005,2uzd,6.74
11006,2vex,6.74
11007,2vj9,6.74
11008,2wxf,6.74
11009,2x91,6.74
11010,2x9e,6.74
11011,2zc9,6.74
11012,2zgx,6.74
11013,3anq,6.74
11014,3dgo,6.74
11015,3fh8,6.74
11016,3fzy,6.74
11017,3heg,6.74
11018,3hng,6.74
11019,3m67,6.74
11020,3mv5,6.74
11021,3n6k,6.74
11022,3oim,6.74
11023,3pdh,6.74
11024,3pdq,6.74
11025,3q6s,6.74
11026,3r21,6.74
11027,3s0n,6.74
11028,3wav,6.74
11029,3zm5,6.74
11030,4bo6,6.74
11031,4ca6,6.74
11032,4cy1,6.74
11033,4ew3,6.74
11034,4f9y,6.74
11035,4hwr,6.74
11036,4j0t,6.74
11037,4lg6,6.74
11038,4lxz,6.74
11039,4odn,6.74
11040,4oyk,6.74
11041,4p4e,6.74
11042,4rxz,6.74
11043,4wlb,6.74
11044,4wmu,6.74
11045,4ylk,6.74
11046,4zpf,6.74
11047,5fv7,6.74
11048,5ih8,6.74
11049,5j27,6.74
11050,5nk2,6.74
11051,5u7m,6.74
11052,5uzk,6.74
11053,5wew,6.74
11054,5x73,6.74
11055,5xsu,6.74
11056,5yr5,6.74
11057,5yu9,6.74
11058,5za9,6.74
11059,5zyk,6.74
11060,6ai9,6.74
11061,6bgv,6.74
11062,6di1,6.74
11063,6htz,6.74
11064,6i66,6.74
11065,6i8y,6.74
11066,6md7,6.74
11067,6oko,6.74
11068,6qqz,6.74
11069,6uim,6.74
11070,1cx9,6.75
11071,1h5u,6.75
11072,3ekq,6.75
11073,3ikd,6.75
11074,4ci2,6.75
11075,4cwt,6.75
11076,6fa5,6.75
11077,6faa,6.75
11078,6fac,6.75
11079,1rw8,6.76
11080,1w22,6.76
11081,2on6,6.76
11082,3ard,6.76
11083,4b4g,6.76
11084,4dce,6.76
11085,4fn5,6.76
11086,4hlc,6.76
11087,4jg0,6.76
11088,4jzf,6.76
11089,4pvx,6.76
11090,5jmw,6.76
11091,5klt,6.76
11092,5nr8,6.76
11093,5q0u,6.76
11094,5wa9,6.76
11095,6e7x,6.76
11096,6f9v,6.76
11097,1bkj,6.77
11098,1bzh,6.77
11099,1hk2,6.77
11100,1mqd,6.77
11101,1ms7,6.77
11102,1o30,6.77
11103,1o3j,6.77
11104,1o3k,6.77
11105,1om1,6.77
11106,1ony,6.77
11107,1qb1,6.77
11108,1y19,6.77
11109,2c1a,6.77
11110,2hyy,6.77
11111,2jdt,6.77
11112,2piz,6.77
11113,2rvn,6.77
11114,2vo7,6.77
11115,2w10,6.77
11116,2x2m,6.77
11117,2xb9,6.77
11118,3evf,6.77
11119,3fas,6.77
11120,3fvn,6.77
11121,3gjt,6.77
11122,3ine,6.77
11123,3m40,6.77
11124,3zcz,6.77
11125,4cwp,6.77
11126,4gj7,6.77
11127,4hlm,6.77
11128,4i10,6.77
11129,4j8t,6.77
11130,4loi,6.77
11131,4nzo,6.77
11132,4p4f,6.77
11133,4x48,6.77
11134,4x63,6.77
11135,4zup,6.77
11136,5ayt,6.77
11137,5c26,6.77
11138,5ecv,6.77
11139,5eue,6.77
11140,5fh8,6.77
11141,5htb,6.77
11142,5jrq,6.77
11143,5khi,6.77
11144,5mi5,6.77
11145,5ngs,6.77
11146,5nvw,6.77
11147,5nvz,6.77
11148,5ugh,6.77
11149,6g2o,6.77
11150,6h0u,6.77
11151,6mhb,6.77
11152,3fal,6.78
11153,3gcu,6.78
11154,3kyf,6.78
11155,3l9l,6.78
11156,4hnp,6.78
11157,4kqo,6.78
11158,4ui5,6.78
11159,4wy7,6.78
11160,5ahu,6.78
11161,5gvp,6.78
11162,5mte,6.78
11163,5uzj,6.78
11164,5yh8,6.78
11165,5zaf,6.78
11166,6cho,6.78
11167,6e3s,6.78
11168,6ega,6.78
11169,6g7a,6.78
11170,6ohu,6.78
11171,6sbt,6.78
11172,2rcb,6.79
11173,3su0,6.79
11174,4i9s,6.79
11175,4l31,6.79
11176,4ogj,6.79
11177,4wkv,6.79
11178,4xnv,6.79
11179,5dy5,6.79
11180,5nrf,6.79
11181,5uga,6.79
11182,5ugb,6.79
11183,5y94,6.79
11184,6s4n,6.79
11185,1bl6,6.8
11186,1fl3,6.8
11187,1mkd,6.8
11188,1nq7,6.8
11189,1okx,6.8
11190,1p1n,6.8
11191,1ttv,6.8
11192,1ung,6.8
11193,1y2e,6.8
11194,2ai8,6.8
11195,2i0v,6.8
11196,2n3k,6.8
11197,2xhm,6.8
11198,2xm8,6.8
11199,2xnm,6.8
11200,2xu3,6.8
11201,3c4c,6.8
11202,3c88,6.8
11203,3d94,6.8
11204,3fui,6.8
11205,3fv8,6.8
11206,3fx6,6.8
11207,3ihz,6.8
11208,3kc3,6.8
11209,3mbp,6.8
11210,3qcq,6.8
11211,3qn7,6.8
11212,3s2v,6.8
11213,3sdk,6.8
11214,3t03,6.8
11215,3uib,6.8
11216,3uvk,6.8
11217,3zke,6.8
11218,3zrl,6.8
11219,4aro,6.8
11220,4er4,6.8
11221,4g2f,6.8
11222,4j0a,6.8
11223,4l7f,6.8
11224,4lkg,6.8
11225,4qo9,6.8
11226,4u0s,6.8
11227,4wno,6.8
11228,4xt9,6.8
11229,4yoz,6.8
11230,5a83,6.8
11231,5acb,6.8
11232,5c83,6.8
11233,5elv,6.8
11234,5fqt,6.8
11235,5j8m,6.8
11236,5l72,6.8
11237,5nk6,6.8
11238,5vlh,6.8
11239,5wae,6.8
11240,5y8c,6.8
11241,6ajj,6.8
11242,6bsm,6.8
11243,6cve,6.8
11244,6dtn,6.8
11245,6efk,6.8
11246,6ej4,6.8
11247,6eo9,6.8
11248,6fvl,6.8
11249,6htp,6.8
11250,6i62,6.8
11251,6np2,6.8
11252,6npv,6.8
11253,6qm7,6.8
11254,6rn6,6.8
11255,2f3e,6.81
11256,2uwp,6.81
11257,3bc3,6.81
11258,3mo0,6.81
11259,4ci3,6.81
11260,4eqf,6.81
11261,4m48,6.81
11262,5cnm,6.81
11263,5etx,6.81
11264,5vo2,6.81
11265,5wlt,6.81
11266,5zae,6.81
11267,6cd5,6.81
11268,6h50,6.81
11269,6pyd,6.81
11270,1db5,6.82
11271,1drk,6.82
11272,1fhd,6.82
11273,1fsy,6.82
11274,1hgt,6.82
11275,1jeu,6.82
11276,1k1n,6.82
11277,1lrh,6.82
11278,1n7t,6.82
11279,1nnu,6.82
11280,1o37,6.82
11281,1o38,6.82
11282,1pmv,6.82
11283,1s9t,6.82
11284,1tr7,6.82
11285,1uwf,6.82
11286,1xh7,6.82
11287,2ath,6.82
11288,2b1i,6.82
11289,2c94,6.82
11290,2d41,6.82
11291,2etk,6.82
11292,2etr,6.82
11293,2g97,6.82
11294,2jk9,6.82
11295,2mwy,6.82
11296,2oxd,6.82
11297,2pym,6.82
11298,2r9s,6.82
11299,2rfh,6.82
11300,2v5a,6.82
11301,2v8w,6.82
11302,2wk2,6.82
11303,2xyd,6.82
11304,2y1d,6.82
11305,2ydi,6.82
11306,2zq0,6.82
11307,3cqu,6.82
11308,3dnj,6.82
11309,3dx2,6.82
11310,3ipe,6.82
11311,3kb3,6.82
11312,3m3x,6.82
11313,3n5e,6.82
11314,3ncg,6.82
11315,3qbh,6.82
11316,3s75,6.82
11317,3s9t,6.82
11318,3t5i,6.82
11319,3tdz,6.82
11320,3ufl,6.82
11321,3uix,6.82
11322,3vf8,6.82
11323,3wzp,6.82
11324,4c8r,6.82
11325,4cku,6.82
11326,4gkc,6.82
11327,4gy5,6.82
11328,4h4d,6.82
11329,4lm5,6.82
11330,4n3r,6.82
11331,4nue,6.82
11332,4oew,6.82
11333,4ow0,6.82
11334,4qy3,6.82
11335,4w9s,6.82
11336,5aku,6.82
11337,5dt2,6.82
11338,5eud,6.82
11339,5exw,6.82
11340,5he0,6.82
11341,5htc,6.82
11342,5hyq,6.82
11343,5j75,6.82
11344,5jc1,6.82
11345,5kr8,6.82
11346,5m34,6.82
11347,5m6h,6.82
11348,5mwa,6.82
11349,5nf5,6.82
11350,5qc4,6.82
11351,5tjx,6.82
11352,5vcv,6.82
11353,5w8i,6.82
11354,5w9g,6.82
11355,5wev,6.82
11356,5ylv,6.82
11357,6apz,6.82
11358,6bgy,6.82
11359,6fzf,6.82
11360,6gvi,6.82
11361,6pya,6.82
11362,6q4q,6.82
11363,1htf,6.83
11364,1tze,6.83
11365,2gnh,6.83
11366,2xnb,6.83
11367,3deh,6.83
11368,3e6v,6.83
11369,3kvx,6.83
11370,3zo4,6.83
11371,4bcq,6.83
11372,4o91,6.83
11373,4u91,6.83
11374,6e7r,6.83
11375,6hb7,6.83
11376,6hmr,6.83
11377,6qfw,6.83
11378,6qg7,6.83
11379,1bhx,6.84
11380,1me4,6.84
11381,2hxq,6.84
11382,2y5g,6.84
11383,3du8,6.84
11384,3ewj,6.84
11385,3lco,6.84
11386,3qio,6.84
11387,4kn1,6.84
11388,4l0s,6.84
11389,4l32,6.84
11390,4pul,6.84
11391,5cep,6.84
11392,5cnj,6.84
11393,5ezz,6.84
11394,5ku6,6.84
11395,5mae,6.84
11396,5mi3,6.84
11397,5uis,6.84
11398,6csr,6.84
11399,6ep9,6.84
11400,6fr0,6.84
11401,6fyp,6.84
11402,6p3p,6.84
11403,6q9q,6.84
11404,6rrm,6.84
11405,1bap,6.85
11406,1ele,6.85
11407,1g30,6.85
11408,1h3b,6.85
11409,1lkk,6.85
11410,1os5,6.85
11411,1q72,6.85
11412,1qyg,6.85
11413,1rv1,6.85
11414,1sqc,6.85
11415,1tvo,6.85
11416,1xk9,6.85
11417,1xt8,6.85
11418,1yw2,6.85
11419,2axi,6.85
11420,2cbr,6.85
11421,2fjm,6.85
11422,2iw6,6.85
11423,2vgp,6.85
11424,2vto,6.85
11425,2vtq,6.85
11426,2yc3,6.85
11427,3emh,6.85
11428,3f5p,6.85
11429,3g42,6.85
11430,3h3c,6.85
11431,3iet,6.85
11432,3n76,6.85
11433,3pn4,6.85
11434,3pz3,6.85
11435,3qo2,6.85
11436,3rul,6.85
11437,3s8o,6.85
11438,3voz,6.85
11439,3wcg,6.85
11440,4b8p,6.85
11441,4d85,6.85
11442,4g16,6.85
11443,4gye,6.85
11444,4hki,6.85
11445,4k3h,6.85
11446,4nzm,6.85
11447,4ool,6.85
11448,4qtn,6.85
11449,4tkg,6.85
11450,4w9q,6.85
11451,4x9w,6.85
11452,4ybm,6.85
11453,5d7c,6.85
11454,5div,6.85
11455,5f1v,6.85
11456,5g1c,6.85
11457,5ie1,6.85
11458,5j64,6.85
11459,5ovf,6.85
11460,5teg,6.85
11461,5tz3,6.85
11462,5y6f,6.85
11463,6d5e,6.85
11464,6eox,6.85
11465,6fnj,6.85
11466,6fqo,6.85
11467,6i0c,6.85
11468,6iam,6.85
11469,6iiv,6.85
11470,6m95,6.85
11471,6q7w,6.85
11472,2vd1,6.86
11473,3aid,6.86
11474,3pyy,6.86
11475,5dx4,6.86
11476,5f3e,6.86
11477,5fh7,6.86
11478,5mzg,6.86
11479,5y3o,6.86
11480,6ee3,6.86
11481,6hmp,6.86
11482,6n5f,6.86
11483,1cgl,6.87
11484,2zcr,6.87
11485,3c94,6.87
11486,3mo5,6.87
11487,3qin,6.87
11488,3tmk,6.87
11489,4mhz,6.87
11490,4re4,6.87
11491,4rvr,6.87
11492,4x1s,6.87
11493,5j0d,6.87
11494,5nih,6.87
11495,5vr8,6.87
11496,6cis,6.87
11497,6gl9,6.87
11498,6h51,6.87
11499,1i3z,6.88
11500,1xka,6.88
11501,2c6n,6.88
11502,3oe5,6.88
11503,3u3u,6.88
11504,4bco,6.88
11505,4j4n,6.88
11506,4k43,6.88
11507,4n4s,6.88
11508,4ui3,6.88
11509,4uvc,6.88
11510,4wvl,6.88
11511,5tci,6.88
11512,5w2p,6.88
11513,5w2q,6.88
11514,5xgl,6.88
11515,5z99,6.88
11516,6el5,6.88
11517,6h4x,6.88
11518,6tyz,6.88
11519,1b3f,6.89
11520,1fh8,6.89
11521,1jev,6.89
11522,1qhr,6.89
11523,1sb1,6.89
11524,1uz1,6.89
11525,1v0p,6.89
11526,1vr1,6.89
11527,1wqv,6.89
11528,2bfq,6.89
11529,2dri,6.89
11530,2e92,6.89
11531,2f34,6.89
11532,2gvz,6.89
11533,2iu0,6.89
11534,2jnp,6.89
11535,2r3w,6.89
11536,2vk2,6.89
11537,2wks,6.89
11538,2x38,6.89
11539,2xu5,6.89
11540,2y57,6.89
11541,2yiu,6.89
11542,2ym7,6.89
